iter	Logloss
442	0.3379808985
443	0.3379158347
444	0.3378431493
445	0.3377642706
446	0.3376570905
447	0.3375798786
448	0.3374810408
449	0.3374124078
450	0.3373633542
451	0.3372747483
452	0.3371985118
453	0.3371186969
454	0.3370057362
455	0.3369477227
456	0.3368562752
457	0.3368089416
458	0.3367537097
459	0.3366682882
460	0.3365697093
461	0.3364930471
462	0.3364219699
463	0.3363697316
464	0.3363187093
465	0.3362486064
466	0.3362198476
467	0.3361563365
468	0.3360934834
469	0.3360193512
470	0.3357596398
471	0.3357225486
472	0.3356437511
473	0.3354816145
474	0.3354141889
475	0.335334878
476	0.335237464
477	0.3351945902
478	0.33510829
479	0.3350458727
480	0.3349657066
481	0.3349126026
482	0.334788254
483	0.3347226786
484	0.334632435
485	0.3344861321
486	0.3343893433
487	0.3342877145
488	0.3342457055
489	0.3341453616
490	0.33404018
491	0.3339646022
492	0.3338921
493	0.3338693536
494	0.3337873158
495	0.333703579
496	0.3334803419
497	0.3334372284
498	0.3333928361
499	0.3333768692
500	0.3333283564
501	0.3332944695
502	0.3332431022
503	0.333143882
504	0.3330500289
505	0.3329676331
506	0.3328770299
507	0.3327977417
508	0.3327251246
509	0.3326452332
510	0.3325872479
511	0.3324827564
512	0.3323867241
513	0.3323145281
514	0.3321940955
515	0.3321263367
516	0.332061283
517	0.3319715867
518	0.331897099
519	0.3318634098
520	0.3318027789
521	0.3317126059
522	0.3316208669
523	0.3315643132
524	0.3314843057
525	0.3314099759
526	0.3313134915
527	0.3312298395
528	0.3311571945
529	0.3310795767
530	0.3310010875
531	0.3309383147
532	0.3308758237
533	0.3307915083
534	0.3307068436
535	0.3306824356
536	0.3305927299
537	0.3305262145
538	0.330456987
539	0.3303926125
540	0.3303484682
541	0.3302654898
542	0.3302054592
543	0.3301752986
544	0.3301671193
545	0.3301222096
546	0.33004283
547	0.3299769486
548	0.329907417
549	0.3298202177
550	0.3297332696
551	0.3296381548
552	0.329559142
553	0.3293666017
554	0.329282117
555	0.3291953682
556	0.3291213576
557	0.3290495275
558	0.3289365638
559	0.3288537766
560	0.3287998722
561	0.3287660848
562	0.3286879631
563	0.3286206444
564	0.3285417684
565	0.3284974311
566	0.3284384957
567	0.3283758934
568	0.3283186997
569	0.3282516427
570	0.3281926408
571	0.3281513667
572	0.3280974641
573	0.3280758045
574	0.3280107976
575	0.3279624835
576	0.3279128967
577	0.3278416438
578	0.3278195844
579	0.3277601849
580	0.3276838267
581	0.3276261385
582	0.3275456989
583	0.3275053442
584	0.3274506081
585	0.3273065156
586	0.3272632033
587	0.3272074078
588	0.3271328897
589	0.3270742077
590	0.3270120121
591	0.3269521204
592	0.3268725426
593	0.3268182113
594	0.3267387687
595	0.3267102271
596	0.3266351739
597	0.3266241445
598	0.326567091
599	0.3265177038
600	0.3264390512
601	0.3263918394
602	0.326333048
603	0.3262623526
604	0.3261954212
605	0.3261351065
606	0.3260508772
607	0.326028417
608	0.3260200945
609	0.3259604832
610	0.325931762
611	0.3258697106
612	0.3258200943
613	0.325808507
614	0.3257969593
615	0.3257160119
616	0.325672463
617	0.3255888294
618	0.3255147697
619	0.3254584702
620	0.3253978676
621	0.3253062879
622	0.3252986554
623	0.3252395429
624	0.3251553033
625	0.3250507217
626	0.3249861458
627	0.3249284582
628	0.3248786997
629	0.3247821107
630	0.3247209146
631	0.3246709452
632	0.3246123119
633	0.3245660428
634	0.3245187295
635	0.3243303461
636	0.3242495862
637	0.3241735732
638	0.3241049999
639	0.3240372216
640	0.3240273957
641	0.3239751301
642	0.3239627694
643	0.3239010849
644	0.3238377119
645	0.3237604061
646	0.3237088397
647	0.323651344
648	0.3236326027
649	0.3234416706
650	0.3233978852
651	0.3233446031
652	0.32329263
653	0.3232135836
654	0.3231589533
655	0.3230941058
656	0.323014671
657	0.3229610836
658	0.3229025897
659	0.3228454794
660	0.3227911701
661	0.3227087676
662	0.322595827
663	0.322513025
664	0.3224299749
665	0.322334766
666	0.3222877044
667	0.3222785153
668	0.322216188
669	0.3221422814
670	0.32197457
671	0.3219263516
672	0.3218803624
673	0.3217928661
674	0.3217385374
675	0.3216946091
676	0.3216293821
677	0.3215904567
678	0.321572254
679	0.3215179781
680	0.3214674476
681	0.3213759463
682	0.3213564433
683	0.3212929016
684	0.32124582
685	0.3211864221
686	0.3210904974
687	0.3210277772
688	0.3209412843
689	0.3208955821
690	0.3208302624
691	0.320750123
692	0.3206481901
693	0.3205712657
694	0.3205420571
695	0.3204883352
696	0.3204168221
697	0.3202845696
698	0.3202324594
699	0.3201505183
700	0.3201358159
701	0.3199763178
702	0.3199429871
703	0.3198729825
704	0.3197903837
705	0.3197340872
706	0.3196960431
707	0.3196250051
708	0.3195805549
709	0.3194946834
710	0.3194094824
711	0.3193684937
712	0.3193027906
713	0.319226408
714	0.3191771905
715	0.3191166753
716	0.3190630351
717	0.3189937706
718	0.3189550773
719	0.3188833138
720	0.3188089157
721	0.3187521063
722	0.3186834595
723	0.3186440034
724	0.3185895791
725	0.3185353567
726	0.3183917542
727	0.3183135035
728	0.3182996741
729	0.3182302078
730	0.3181820989
731	0.3181281805
732	0.3180381222
733	0.3180128446
734	0.3179872857
735	0.3179102381
736	0.3178339893
737	0.3177776137
738	0.3176898171
739	0.3176430476
740	0.3175607229
741	0.3174259867
742	0.3173478285
743	0.3173187243
744	0.3172560468
745	0.3171933385
746	0.3171301432
747	0.3170618016
748	0.3169862195
749	0.3169343999
750	0.3168760692
751	0.3168095733
752	0.3168008068
753	0.3167617845
754	0.316713488
755	0.3167073236
756	0.3166527846
757	0.3165929672
758	0.3165640923
759	0.3165071123
760	0.3164613077
761	0.3163777698
762	0.316326716
763	0.31627447
764	0.3161929784
765	0.3161453378
766	0.3161331179
767	0.3160538891
768	0.3159865569
769	0.3159321149
770	0.3158665351
771	0.3158614478
772	0.3158164546
773	0.3157935378
774	0.315743021
775	0.3156331343
776	0.3155738374
777	0.3155313061
778	0.3154706541
779	0.3154028649
780	0.3153341751
781	0.3152757294
782	0.3152106398
783	0.3151763508
784	0.3151109601
785	0.3150664734
786	0.315030399
787	0.3149536413
788	0.3148732189
789	0.3147588872
790	0.314682581
791	0.3146286201
792	0.3145686164
793	0.3145095587
794	0.3144404035
795	0.3144002518
796	0.3143353583
797	0.3142755778
798	0.3142017146
799	0.3141589586
800	0.3140987832
801	0.3140472072
802	0.3140443594
803	0.3140086663
804	0.3139793319
805	0.313941321
806	0.3138731301
807	0.3138151024
808	0.3137385724
809	0.3136715607
810	0.3136232556
811	0.3135655506
812	0.3135155398
813	0.3134687439
814	0.3133996819
815	0.3133347946
816	0.3133105957
817	0.3132700632
818	0.3132626354
819	0.3132001013
820	0.3130853715
821	0.3130221444
822	0.3129744744
823	0.3129163805
824	0.3128741869
825	0.3128071027
826	0.3127625359
827	0.3126961777
828	0.3126660644
829	0.3126603605
830	0.3126307723
831	0.3125824462
832	0.3125058845
833	0.3124090014
834	0.3123865716
835	0.3123305696
836	0.3123051839
837	0.3122954275
838	0.3122202066
839	0.3121231837
840	0.3120706716
841	0.3120035793
842	0.3119559166
843	0.3118941362
844	0.3118342112
845	0.3117593544
846	0.3117355157
847	0.311684679
848	0.3116331291
849	0.3115738346
850	0.3115068685
851	0.3114871464
852	0.3114291707
853	0.3113689402
854	0.3113147517
855	0.3112544999
856	0.3112258131
857	0.3111755419
858	0.3111318572
859	0.3110752731
860	0.3110029255
861	0.3109640465
862	0.3109612198
863	0.3109045908
864	0.3108476068
865	0.3107683691
866	0.310692293
867	0.3106476176
868	0.3105790588
869	0.310520036
870	0.3104570681
871	0.3104007729
872	0.3103784262
873	0.3103312847
874	0.3102650309
875	0.3101923188
876	0.3101267781
877	0.3100867939
878	0.3100330988
879	0.3099670094
880	0.3098988394
881	0.3098502959
882	0.3097973678
883	0.3097449673
884	0.3096835858
885	0.3096268066
886	0.309574051
887	0.3095382376
888	0.3095005097
889	0.3094604119
890	0.3094579514
891	0.3094111698
892	0.3093819494
893	0.3093267116
894	0.3092799071
895	0.3092289638
896	0.3091629214
897	0.3091103755
898	0.3090524764
899	0.3089845424
900	0.3089370483
901	0.3089267613
902	0.3088687212
903	0.308800963
904	0.3087475441
905	0.3087289553
906	0.308681072
907	0.3086264164
908	0.3085774571
909	0.3085119922
910	0.3084801709
911	0.3084078561
912	0.3083262358
913	0.3082610703
914	0.30820399
915	0.3081689747
916	0.3080404201
917	0.307984182
918	0.3079378917
919	0.3078849839
920	0.3078368399
921	0.307793092
922	0.3077427731
923	0.3077280745
924	0.3077001238
925	0.3076433775
926	0.3076043547
927	0.3075509309
928	0.3074867652
929	0.3074312968
930	0.3073849166
931	0.3073302442
932	0.3073118914
933	0.3072670042
934	0.3072421697
935	0.3071912863
936	0.3071195549
937	0.3070764392
938	0.3070346415
939	0.3070283715
940	0.3069513374
941	0.306914564
942	0.3068754291
943	0.3068539385
944	0.3068113821
945	0.3067359935
946	0.3067127092
947	0.3066405877
948	0.3066150216
949	0.3065607656
950	0.3065548685
951	0.3065390098
952	0.3064843118
953	0.3064533349
954	0.3064045955
955	0.3063566811
956	0.3063233861
957	0.3062642296
958	0.3061747912
959	0.3061161588
960	0.3061026827
961	0.3060535631
962	0.3059900897
963	0.3059039524
964	0.305850659
965	0.3057841748
966	0.3057420279
967	0.3057350789
968	0.3056871841
969	0.3055769082
970	0.3055334489
971	0.3054892265
972	0.3054095492
973	0.3053923861
974	0.3053322372
975	0.3052907527
976	0.3052449938
977	0.3051906742
978	0.3051394344
979	0.3050755786
980	0.3050145758
981	0.3049441704
982	0.3048977734
983	0.3048955148
984	0.30483695
985	0.3047756383
986	0.3047395485
987	0.3046874802
988	0.3046244951
989	0.3046016318
990	0.30453565
991	0.3044685057
992	0.3044491874
993	0.3043927687
994	0.3043558265
995	0.3043281254
996	0.3042732012
997	0.3042147905
998	0.3041419099
999	0.3040896053
